32.647995,27.334458,18.777239,32.558145,149.876268,29.578624,37.800344,133.45805,45.085468,32.342115,142.727088,37.366495,26.056262,139.415512,40.519754,0
45.166793,26.117019,18.645196,31.567098,138.965945,20.02237,33.176819,132.80663,21.381263,28.20158,138.854737,14.808465,26.32957,128.394781,23.400235,0
20.826588,35.926397,39.943409,20.257126,88.651968,29.78106,17.812546,102.683664,16.751548,11.247996,103.264677,18.000063,15.584646,82.515342,23.045704,0
31.327256,24.482902,27.073693,22.894414,64.537885,47.775269,16.256466,89.803293,40.146627,9.443338,91.327471,35.448822,14.446064,71.702363,35.047523,0
28.164625,31.028619,23.568194,21.468457,141.750809,21.386416,29.323112,129.772949,38.852031,24.264641,138.309162,33.321451,23.231644,129.452243,30.819853,0
39.493933,30.825017,37.798715,48.789407,101.569152,29.54331,62.408973,102.175635,65.56615,59.301602,112.161872,55.427656,60.565796,102.86059,49.489659,0
46.63641,27.871526,25.808261,22.547515,69.81906,42.55667,16.971363,85.544017,36.496952,11.2885,75.54253,39.251253,16.539423,48.637377,29.019384,0
45.042568,19.961871,11.893033,13.603903,32.278803,27.388893,7.74761,17.797417,5.794515,2.940872,16.492116,1.481793,9.127502,8.934992,6.48326,0
47.299112,32.659637,25.455925,33.674011,52.766652,43.792789,29.175726,97.063906,24.384931,27.473441,104.583461,24.572468,32.064351,94.460182,22.230902,0
46.483112,30.87105,36.277547,40.493482,96.787611,39.591184,38.159227,110.260392,30.181509,30.411843,119.51907,30.006762,26.418003,122.606342,33.310417,0
27.064267,4.116995,11.001622,16.486113,10.552898,11.181537,14.660537,7.230117,6.805212,5.992467,1.279764,12.94928,2.583446,5.751485,12.190489,1
31.191134,4.290191,11.017077,14.137684,3.406932,3.979965,14.172432,62.540096,5.982379,4.602033,33.828657,3.623022,7.488203,11.515055,14.876723,1
32.6754,6.051246,9.601219,16.191259,6.049887,3.021566,23.574714,34.476614,52.095947,20.944558,28.680245,10.530155,21.732707,9.850545,3.993437,1
36.98364,10.596499,14.782542,8.568285,5.152676,2.903961,20.725178,85.560392,20.407994,15.760408,73.182706,27.857098,16.365531,47.081374,18.958339,1
28.553979,4.386473,14.044008,14.800291,8.822664,4.434532,12.65398,85.107713,5.68562,4.419841,57.803916,8.104906,9.925122,21.634206,28.194048,1
43.905587,4.436173,6.406616,7.984581,3.269949,4.945221,21.120639,23.389945,11.310605,16.343349,24.295424,15.957736,9.628379,15.356038,23.239797,1
47.227182,2.093504,13.185004,10.198872,9.016928,4.762649,30.488841,87.460182,19.246491,31.417656,83.437891,35.377278,26.301992,71.631192,41.428162,1
38.963707,3.312926,14.764106,13.346643,2.701027,3.122325,15.783439,70.890089,24.271086,16.162595,55.105191,27.125569,14.065205,31.765137,30.163877,1
38.235214,9.765067,12.204059,13.054985,3.186906,6.008764,30.496132,105.006685,19.614097,37.621662,101.843967,33.236817,36.027421,96.934316,33.416261,1
44.894136,5.70314,18.672275,16.862815,7.250208,1.171276,27.349864,91.238617,15.085455,31.288754,83.88486,30.505573,32.303599,72.09353,33.306199,1
37.490134,32.495884,23.745591,10.26357,5.490865,1.261483,15.089296,8.650429,9.23009,48.912789,79.448029,45.186757,67.013845,71.875879,37.987664,2
29.99813,43.52403,25.12115,15.417454,5.852091,7.589172,16.529002,0.725466,7.439875,24.380792,120.39056,19.19935,15.767035,114.411769,15.472736,2
34.622599,37.017378,27.669637,2.741039,8.577513,2.243323,14.292178,6.378143,11.999477,45.919511,94.12095,44.025584,55.995302,88.266768,37.774801,2
46.051695,54.653762,13.225411,14.781907,10.640506,4.251865,26.399216,6.5739,13.331524,71.594673,72.859317,49.275027,84.113429,61.31114,49.315297,2
42.190255,30.782101,19.135231,8.149782,0.70345,2.855704,12.872799,7.64964,10.776583,41.484759,94.828726,26.366485,53.216605,91.162535,30.145703,2
38.171631,28.749776,23.954708,7.154842,3.578104,5.526701,9.363086,5.571996,12.836742,43.17599,94.345481,30.334696,56.697473,91.082536,34.231611,2
33.777163,44.571014,9.712207,2.335842,12.885402,6.266991,6.820075,3.736563,1.888396,65.052365,84.113728,15.254376,46.649516,92.143424,12.844981,2
33.079898,42.409666,15.798544,5.416477,5.498882,2.514304,11.149445,1.194875,2.339769,48.673194,98.541595,16.054597,34.371564,104.661793,14.501611,2
40.680805,40.801298,8.909207,5.691228,5.981328,2.100842,4.616145,2.721628,1.298055,40.710221,108.934659,12.880654,35.708418,112.317369,14.130233,2
36.514748,45.446515,14.760226,4.549033,8.010085,5.285616,6.942849,0.038435,0.997313,46.468994,97.612162,17.154017,36.863595,107.383317,16.551778,2
35.255824,12.681438,12.162714,1.949913,4.178936,2.69438,5.003759,5.714465,4.993314,2.866081,7.437629,5.021466,6.839853,3.950859,7.966758,3
35.381951,6.5255,19.199896,3.555485,5.347654,2.759508,1.414179,4.648061,6.142657,1.858605,7.096097,7.531731,6.483093,6.014813,12.057738,3
41.645858,15.220567,8.432321,3.891638,2.995404,3.117573,2.547617,4.607339,4.529059,4.610331,8.58259,3.758644,12.137491,3.805865,7.507453,3
31.975783,6.425621,27.08857,1.623824,0.3246,3.288059,4.708754,6.496409,2.555214,3.167269,10.5684,3.97749,5.989966,12.268311,8.626645,3
52.354737,15.120519,8.159867,12.150277,3.072984,2.300643,6.89706,7.296752,5.010795,13.108232,14.79728,6.259755,33.110258,40.388509,18.43561,3
42.999924,9.240689,12.167061,6.017784,5.659045,3.776685,8.656432,8.790815,2.774698,9.226938,7.683244,2.427294,5.585492,5.957392,7.547471,3
43.477665,14.105631,13.982119,10.78948,3.81061,5.423428,6.094256,6.136796,5.340599,8.386305,7.252753,1.856217,5.491802,10.913479,5.328268,3
20.702271,10.081805,4.982003,23.877205,7.948928,1.551362,19.273723,11.337202,3.647189,20.742387,9.034537,1.285506,19.839281,4.202442,2.836296,3
17.150237,8.94054,9.556369,14.012305,6.129931,4.739453,8.193098,13.911509,5.34465,6.554458,10.177747,5.336161,3.375271,4.698845,3.42079,3
39.389713,1.117582,18.51818,2.084555,9.091669,5.572484,4.861925,9.557979,1.797316,8.672537,6.123965,4.182991,5.379867,3.624339,9.622453,3
